SRNO,REGIONAL CENTRE,AI-CODE AND NAME,TOTAL STUDENTS UPLOADED TMA,TOTAL TMA UPLOADED,TOTAL ALLOCATED SUBJECTS,TOTAL UN-ALLOCATED SUBJECTS,TOTAL EVALUATED SUBJECTS,TOTAL ALLOCATED UN-EVALUATED SUBJECTS,PRE-ALLOCATED,PRE-EVALUATED
2369,125-JAMMU,070043-Jawahar Navodaya Vidyalaya,1,5,5,0,5,0,100,100
2370,110-PATNA,030418-P.K.JHA UCHCHATER MADHYMIK VIDHYALAYA ,1,5,5,0,5,0,100,100
2371,114-DEHRADUN,210675-Dron Public School,1,5,5,0,5,0,100,100
2372,113-BHOPAL,"100077-Scope Public School,",1,5,5,0,2,3,100,40
2373,121-CHENNAI,190079-Govt. Hr. Sec. School,1,5,0,5,0,0,0,0
2374,118-GANDHINAGAR,040080-Shree Krishna Secondary Higher Secondary School,1,5,5,0,5,0,100,100
2375,111-ALLAHABAD/PRAYAGRAJ,210633-Sardar Raj Narayan Yadav Inter,1,5,5,0,5,0,100,100
2376,105-CHANDIGARH,160166-Holy Angels Smart School,1,5,5,0,5,0,100,100
2377,110-PATNA,"030344-+2 High School,",1,5,5,0,5,0,100,100
2378,107-DELHI,270424-Pragati Public School,1,5,5,0,0,5,100,0
2379,104-GUWAHATI,140031-Govt. High School,1,5,5,0,5,0,100,100
2380,115-BHUBANESWAR,150139-Govt. (ssd) Girls High School,1,5,5,0,5,0,100,100
2381,107-DELHI,270550-R K Memorial Public School,1,5,5,0,1,4,100,20
2382,125-JAMMU,070060-Army Public School,1,5,5,0,5,0,100,100
2383,104-GUWAHATI,"020025-Kendriya Vidyalaya Afs,",1,5,5,0,4,1,100,80
2384,109-JAIPUR,170279-Stanford Global Academy,1,5,5,0,5,0,100,100
2385,113-BHOPAL,100002-Asha Kala Kendra,1,5,5,0,0,5,100,0
2386,122-DHARAMSALA,060100-Army Public School,1,5,4,1,2,2,80,40
2387,103-KOLKATA,220130-Gocharan North Point Institute,1,5,5,0,4,1,100,80
2388,118-GANDHINAGAR,040097-Brahmani Vidhyalay,1,5,5,0,4,1,100,80
2389,120-RANCHI,260174-Govt. Govind +2 School,1,5,5,0,3,2,100,60
2390,117-BENGALURU,M08020-Excellent English School,1,5,5,0,5,0,100,100
2391,110-PATNA,030008-Jawahar Navodaya Vidyalaya,1,5,5,0,5,0,100,100
2392,115-BHUBANESWAR,"410035-410035-Govt.(SSD) High School, Dabugam",1,5,5,0,5,0,100,100
2393,122-DHARAMSALA,060042-B.l. Central Public School,1,5,0,5,0,0,0,0
2394,110-PATNA,030197-Rajkiyakrit Ucchvidyalaya,1,5,5,0,5,0,100,100
2395,107-DELHI,270349-Govt.sarvodaya Co-ed. Sr.sec.school,1,5,5,0,4,1,100,80
2396,106-KOCHI,400048-Kendriya Vidyalaya,1,5,5,0,5,0,100,100
2397,105-CHANDIGARH,160163-Adarsh Modern High School,1,5,5,0,5,0,100,100
2398,125-JAMMU,070017-Girls Higher Sec. School,2,5,5,0,4,1,100,80
2399,102-PUNE,M11128-Al Ameen English High School,1,5,5,0,5,0,100,100
2400,114-DEHRADUN,340274-Baluni Public School,1,5,5,0,5,0,100,100
2401,105-CHANDIGARH,050507-Ch. Neki Ram Public School,1,5,5,0,2,3,100,40
2402,107-DELHI,050322-Vidya Niketan Sr.sec. School,1,5,5,0,0,5,100,0
2403,121-CHENNAI,190060-Govt. Hr. Sec. School,1,5,0,5,0,0,0,0
2404,105-CHANDIGARH,050200-Evergreen High School,1,5,5,0,3,2,100,60
2405,107-DELHI,050642-B S M High School,1,5,5,0,0,5,100,0
2406,115-BHUBANESWAR,150095-Govt. High School,1,5,5,0,5,0,100,100
2407,120-RANCHI,260127-Jharia Raj +2 High School,1,5,5,0,1,4,100,20
2408,105-CHANDIGARH,050453-Sarvodaya Sr.sec. School,1,5,5,0,3,2,100,60
2409,109-JAIPUR,170197-Govt. Senior Secondary School,1,5,5,0,5,0,100,100
2410,107-DELHI,G27007-Sarvodaya Vidyalaya Badarpur Kahadar Delhi-110090,1,5,5,0,1,4,100,20
2411,111-ALLAHABAD/PRAYAGRAJ,210807-Rama Convent Inter College,1,5,5,0,5,0,100,100
2412,110-PATNA,M03378-Khalikum Nisha Sajjad Millat,1,5,5,0,5,0,100,100
2413,121-CHENNAI,420090-The Trinity Academy,1,5,0,5,0,0,0,0
2414,110-PATNA,"030253-High School,",1,5,5,0,5,0,100,100
2415,118-GANDHINAGAR,040096-Swami Vivekanand Vidhyalaya,1,5,5,0,5,0,100,100
2416,106-KOCHI,M09037-Mar Ivonios Bethany School,1,5,5,0,5,0,100,100
2417,110-PATNA,030409-Chandrasheel Vidyapeeth,1,5,5,0,5,0,100,100
2418,105-CHANDIGARH,M16009-Guru Nanak Sr. Sec. School,1,5,5,0,5,0,100,100
2419,104-GUWAHATI,020055-Jawahar Navodaya Vidyalaya,1,5,5,0,5,0,100,100
2420,105-CHANDIGARH,160014-Vivekanand Blessed Sr.sec. School,1,5,5,0,5,0,100,100
2421,110-PATNA,030007-Jawahar Navodaya Vidyalaya,1,5,5,0,5,0,100,100
2422,107-DELHI,270488-Lavi Public School,1,5,5,0,4,1,100,80
2423,105-CHANDIGARH,160091-R.k.public High School,1,5,5,0,3,2,100,60
2424,107-DELHI,270523-CIAT Convent School,1,5,5,0,1,4,100,20
2425,105-CHANDIGARH,050422-Shivaniaa Public School,1,5,5,0,5,0,100,100
2426,110-PATNA,030367-Jawahar Navodaya Vidyalaya,1,5,5,0,5,0,100,100
2427,120-RANCHI,260141-R.n.r. +2 High School,1,5,5,0,2,3,100,40
2428,104-GUWAHATI,020035-Kendriya Vidyalaya,2,5,5,0,5,0,100,100
2429,114-DEHRADUN,340322-New Oxford Higher Secondary School,1,5,5,0,5,0,100,100
2430,120-RANCHI,M26187-Shine Valley School,1,5,5,0,2,3,100,40
2431,114-DEHRADUN,320315-The Kumaon Regt Centre,1,5,5,0,5,0,100,100
2432,105-CHANDIGARH,050051-Shiv Shakti Sr. Sec. School,1,5,5,0,4,1,100,80
2433,121-CHENNAI,190059-Govt. Hr. Sec. School,1,5,5,0,1,4,100,20
2434,107-DELHI,210762-HINDON PUBLIC SCHOOL,2,5,5,0,0,5,100,0
2435,110-PATNA,030062-Adarsh High School,1,5,5,0,5,0,100,100
2436,119-RAIPUR,290088-Govt. Boys Higher Secondary School,1,5,5,0,5,0,100,100
2437,105-CHANDIGARH,050140-Happy Sr. Sec. School,1,5,5,0,5,0,100,100
2438,114-DEHRADUN,340196-Govt. Inter College,1,5,5,0,5,0,100,100
2439,105-CHANDIGARH,050330-Baba Balak Nath Sr.sec. School,1,5,5,0,3,2,100,60
2440,111-ALLAHABAD/PRAYAGRAJ,210681-Pd. Raj Nayan Intermediate College,1,5,4,1,4,0,80,80
2441,105-CHANDIGARH,050521-Model Sanskriti Sr.Sec. School,1,5,5,0,5,0,100,100
2442,111-ALLAHABAD/PRAYAGRAJ,M21503-Safa Shariat College,1,5,5,0,4,1,100,80
2443,107-DELHI,050084-D.s. Arya High School,1,5,5,0,5,0,100,100
2444,113-BHOPAL,"100074-Vivekanand Public Hr.sec. School,",1,5,5,0,0,5,100,0
2445,115-BHUBANESWAR,410002-Daniel Public School,1,5,5,0,5,0,100,100
2446,122-DHARAMSALA,060034-Govt. Senior Secondary School,1,5,0,5,0,0,0,0
2447,121-CHENNAI,190074-Govt. Hr. Sec. School,1,5,5,0,1,4,100,20
2448,110-PATNA,030366-Dr. Shaligram Mishra College,1,5,5,0,5,0,100,100
2449,105-CHANDIGARH,050652-Janta Shiksha Sadan,1,5,5,0,5,0,100,100
2450,109-JAIPUR,M17269-Raza Public Sr.sec. School,1,5,5,0,5,0,100,100
2451,114-DEHRADUN,220127-Pearl Rosary School (New),1,5,5,0,5,0,100,100
2452,118-GANDHINAGAR,M04023-Peer Haji Alisha Bukhari High,1,5,5,0,5,0,100,100
2453,110-PATNA,030075-M.g.smarak Ucch Vidyalaya,1,5,5,0,5,0,100,100
2454,119-RAIPUR,290168-Dr. Padumal Punnalal Buxi Model,1,5,5,0,5,0,100,100
2455,104-GUWAHATI,140026-Govt. High School,1,5,5,0,5,0,100,100
2456,111-ALLAHABAD/PRAYAGRAJ,210529-Indresh Verma Vidyapeeth Balika,1,5,5,0,4,1,100,80
2457,111-ALLAHABAD/PRAYAGRAJ,210796-Narayan College of Science and Arts,1,5,5,0,4,1,100,80
2458,110-PATNA,M03358-Madarsa Ahmdia Hanfia,1,5,5,0,5,0,100,100
2459,117-BENGALURU,M08056-St. Francis School,1,5,5,0,5,0,100,100
2460,119-RAIPUR,290084-Jawahar Navodaya Vidyalaya,1,5,5,0,5,0,100,100
2461,105-CHANDIGARH,050138-Shastri High School,1,5,5,0,4,1,100,80
2462,102-PUNE,110122-Jawahar Navodaya Vidyalaya,1,5,5,0,5,0,100,100
2463,113-BHOPAL,320413-21 Corps Hrdc,1,5,5,0,1,4,100,20
2464,107-DELHI,210345-Chodhary Charan Singh Memorial Sr,1,5,5,0,0,5,100,0
2465,104-GUWAHATI,200035-Name 4401,1,5,5,0,5,0,100,100
2466,125-JAMMU,070036-Jawahar Navodaya Vidyalaya,1,5,5,0,5,0,100,100
2467,110-PATNA,030399-New Horizon School,1,5,5,0,5,0,100,100
2468,107-DELHI,270117-Shaheed Hemu Kalani Govt. Sarvodaya,1,5,5,0,0,5,100,0
2469,101-HYDERABAD,470187-Kendriya Vidyalaya,1,5,5,0,5,0,100,100
2470,122-DHARAMSALA,060033-Govt. Senior Secondary School,2,5,0,5,0,0,0,0
2471,121-CHENNAI,190073-Govt. Girls Hr.sec. School,1,5,0,5,0,0,0,0
2472,120-RANCHI,260137-Sant Tulsidas +2 High School,1,5,5,0,1,4,100,20
2473,105-CHANDIGARH,050494-Sh. Lal Bahadur Shastri High School,1,5,5,0,3,2,100,60
2474,104-GUWAHATI,020033-Kendriya Vidyalya,1,5,5,0,5,0,100,100
2475,107-DELHI,270418-Mother Khazani Convent School,1,5,5,0,0,5,100,0
2476,117-BENGALURU,"V08004-Shubham Karoti, Maitreyee Gurukula",1,5,5,0,5,0,100,100
2477,122-DHARAMSALA,060010-Govt. Sr. Sec. School,1,5,0,5,0,0,0,0
2478,119-RAIPUR,290165-Saraswati Vihar English Medium,1,5,5,0,5,0,100,100
2479,107-DELHI,050622-Universal Public School,1,5,5,0,4,1,100,80
2480,115-BHUBANESWAR,150049-Govt. Girls High School,1,5,5,0,5,0,100,100
2481,118-GANDHINAGAR,040132-Sandipani Gurukul Vidhyalay,1,5,5,0,3,2,100,60
2482,111-ALLAHABAD/PRAYAGRAJ,210717-Radhika Senior Secondary School,1,5,4,1,4,0,80,80
2483,116-VISAKHAPATNAM,370089-Vignan Talent School,1,5,5,0,2,3,100,40
2484,109-JAIPUR,170182-Prince International School,1,5,4,1,3,1,80,60
2485,110-PATNA,M03233-Millat Academy Station Road,1,5,5,0,5,0,100,100
2486,121-CHENNAI,420079-Helikx Special Learning School,1,5,0,5,0,0,0,0
2487,120-RANCHI,260194-MOTHER'S INTERNATIONAL ACADEMY,1,5,5,0,4,1,100,80
2488,111-ALLAHABAD/PRAYAGRAJ,M38184-Amiraddaula Islamia Inter College,1,5,5,0,5,0,100,100
2489,107-DELHI,270276-Convent Of Gagan Bhatri Sr.s.school,1,5,5,0,1,4,100,20
2490,113-BHOPAL,100098-Ekta High School,1,5,5,0,0,5,100,0
2491,111-ALLAHABAD/PRAYAGRAJ,210431-Jawahar Navodaya Vidyalaya,1,5,5,0,4,1,100,80
2492,102-PUNE,110121-Jawahar Navodaya Vidyalaya,1,5,5,0,5,0,100,100
2493,121-CHENNAI,190097-Suddananda Vidyalaya,1,5,5,0,4,1,100,80
2494,111-ALLAHABAD/PRAYAGRAJ,210751-Green Field Aademy,1,5,5,0,5,0,100,100
2495,113-BHOPAL,100068-Mahavir Singh Higher Sec. School,1,5,5,0,3,2,100,60
2496,119-RAIPUR,T29001-Jagrani Devi ITI,1,5,5,0,5,0,100,100
2497,111-ALLAHABAD/PRAYAGRAJ,210594-Maa Tripur Sundari Public School,1,5,5,0,5,0,100,100
2498,114-DEHRADUN,340226-Govt. Inter College,2,5,5,0,5,0,100,100
2499,115-BHUBANESWAR,150186-Chirstian High School,1,4,4,0,4,0,100,100
2500,121-CHENNAI,T19001-Advanced Training Institute,2,4,4,0,3,1,100,75
2501,102-PUNE,"110041-Halqua E-dawanik Jr.college,",1,4,4,0,4,0,100,100
2502,118-GANDHINAGAR,040061-Laxmi International School,1,4,4,0,4,0,100,100
2503,104-GUWAHATI,440001-Diphu Commerce Junior College,1,4,4,0,4,0,100,100
2504,101-HYDERABAD,470158-Jawahar Navodaya Vidyalaya,1,4,4,0,4,0,100,100
2505,119-RAIPUR,M29158-Oriental Public School,1,4,4,0,4,0,100,100
2506,115-BHUBANESWAR,150176-Police High School,1,4,4,0,4,0,100,100
2507,105-CHANDIGARH,050483-Paramount Senior Secondary School,1,4,4,0,2,2,100,50
2508,121-CHENNAI,"420106-The Pupil Saveetha Eco. School,",1,4,4,0,0,4,100,0
2509,108-ABROAD/NIOS HQ,980003-Indian School,1,4,0,4,0,0,0,0
2510,118-GANDHINAGAR,040042-Kendriya Vidyalaya,1,4,4,0,3,1,100,75
2511,120-RANCHI,260164-Govt. +2 High School,1,4,4,0,1,3,100,25
2512,105-CHANDIGARH,050661-Sarvodaya Public School,1,4,4,0,4,0,100,100
2513,107-DELHI,050665-NVN School,1,4,4,0,0,4,100,0
2514,117-BENGALURU,M48002-Delhi Public School,2,4,4,0,4,0,100,100
2515,105-CHANDIGARH,160050-Star Plus Convent School,1,4,4,0,4,0,100,100
2516,118-GANDHINAGAR,040084-Govt. Khetivadi Sec. & High sec. School,1,4,4,0,1,3,100,25
2517,120-RANCHI,260154-R.k.+2 High School,1,4,4,0,1,3,100,25
2518,117-BENGALURU,480001-Don Bosco Academy,1,4,4,0,4,0,100,100
2519,107-DELHI,T27001-Baba Saheb Ambedkar Industrial Training Centre,2,4,4,0,0,4,100,0
2520,103-KOLKATA,220110-Kendriya Vidyalaya,1,4,4,0,4,0,100,100
2521,119-RAIPUR,290174-Vindhya Public School,1,4,4,0,4,0,100,100
2522,105-CHANDIGARH,050539-Shaheed Udham Singh Sr. Sec. School,1,4,4,0,3,1,100,75
2523,105-CHANDIGARH,050010-D C Model High School,1,4,4,0,2,2,100,50
2524,107-DELHI,270294-Tagore School,1,4,4,0,0,4,100,0
2525,105-CHANDIGARH,050152-Sarvodaya Shiksha Sadan,1,4,4,0,4,0,100,100
2526,120-RANCHI,260113-+2 Hari High School,1,4,4,0,4,0,100,100
2527,117-BENGALURU,M08036-Al Nisa Women's Pre University,1,4,4,0,4,0,100,100
2528,101-HYDERABAD,M01199-St. Andrews High School,1,4,4,0,4,0,100,100
2529,113-BHOPAL,100083-Care English Hr.sec.school,1,4,4,0,0,4,100,0
2530,105-CHANDIGARH,050293-B.r.m.sr.sec. School,1,4,4,0,0,4,100,0
2531,116-VISAKHAPATNAM,010067-S S Jr.college & Sidhartha H.school,1,4,4,0,4,0,100,100
2532,109-JAIPUR,M17275-MEWAT ACADEMY OF SCHOOL EDUCATION,1,4,4,0,4,0,100,100
2533,109-JAIPUR,170146-Suraj Public School,1,4,4,0,4,0,100,100
2534,118-GANDHINAGAR,390099-Jivan Vikas Education Academy,1,4,4,0,4,0,100,100
2535,119-RAIPUR,290106-Govt. Girls Hr.sec. School,1,4,4,0,4,0,100,100
2536,113-BHOPAL,100129-Kendriya Vidyalaya,1,4,4,0,4,0,100,100
2537,109-JAIPUR,170369-Noble International School,1,4,4,0,4,0,100,100
2538,121-CHENNAI,"420058-Kendriya Vidyalaya,",1,4,4,0,0,4,100,0
2539,122-DHARAMSALA,060047-Hill Grove Sr.sec.school,1,4,4,0,4,0,100,100
2540,105-CHANDIGARH,160095-Sidhu Memorial Public School,1,4,4,0,3,1,100,75
2541,115-BHUBANESWAR,T41001-Name 5131,2,4,4,0,4,0,100,100
2542,105-CHANDIGARH,160168-Meera Medical Institute of Nursing & Hospital,1,4,4,0,4,0,100,100
2543,105-CHANDIGARH,050555-Om Prakash Garg Memorial Public Sch,1,4,4,0,3,1,100,75
2544,105-CHANDIGARH,050590-Saraswati Vidya Mandir Sr. Sec. School,1,4,4,0,4,0,100,100
2545,105-CHANDIGARH,050658-Disha International School,1,4,4,0,4,0,100,100
2546,104-GUWAHATI,"240022-Kendriya Vidyalaya,",1,4,4,0,4,0,100,100
2547,121-CHENNAI,190153-Sagar International School,1,4,0,4,0,0,0,0
2548,105-CHANDIGARH,050468-Pratap Singh Memorial Sr.sec.school,1,4,4,0,3,1,100,75
2549,111-ALLAHABAD/PRAYAGRAJ,"320306-Hrdc, 11 Gorkha Rifles Regimental",1,4,4,0,4,0,100,100
2550,102-PUNE,M38180-Sir Sayyad English High School,1,4,4,0,4,0,100,100
2551,105-CHANDIGARH,050110-Nehru Senior Secondary School,1,4,4,0,3,1,100,75
2552,122-DHARAMSALA,060045-St.soldier Convent Sr.sec. School,1,4,0,4,0,0,0,0
2553,105-CHANDIGARH,050554-Mother Teresa Modern Public School,1,4,4,0,4,0,100,100
2554,125-JAMMU,070021-Unique Public Education Centre,1,4,4,0,4,0,100,100
2555,105-CHANDIGARH,T16006-P.S. Technical Institute of,2,4,4,0,4,0,100,100
2556,105-CHANDIGARH,160070-Modern Public High School,1,4,4,0,4,0,100,100
2557,121-CHENNAI,190061-Ici Govt. Hr. Sec. School,1,4,0,4,0,0,0,0
2558,113-BHOPAL,100188-Shanti Niketan Higher Secondary,1,4,4,0,0,4,100,0
2559,121-CHENNAI,420091-Kmc Public Senior Secondary School,1,4,0,4,0,0,0,0
2560,121-CHENNAI,420007-Mahatma Montessori School,3,4,4,0,2,2,100,50
2561,121-CHENNAI,M19040-Green Valley Matriculation &,1,4,4,0,2,2,100,50
2562,118-GANDHINAGAR,M04034-St.mary's School,1,4,4,0,4,0,100,100
2563,113-BHOPAL,100121-Kendriya Vidyalaya,1,4,4,0,0,4,100,0
2564,111-ALLAHABAD/PRAYAGRAJ,210765-Raksha Devi Inter College,1,4,4,0,4,0,100,100
2565,118-GANDHINAGAR,V04001-Hemachandrachary Sanskrit Pathshala,1,4,4,0,2,2,100,50
2566,102-PUNE,110101-Cges Gulabtola High School&junior,1,4,4,0,4,0,100,100
2567,109-JAIPUR,170224-Jawahar Navodaya Vidyalaya,1,4,4,0,4,0,100,100
2568,107-DELHI,270042-Bal Mandir Public School,1,4,4,0,1,3,100,25
2569,113-BHOPAL,100037-Navambey Convent Hr.sec. School,1,4,4,0,0,4,100,0
2570,121-CHENNAI,190149-Avtar Public School,1,4,0,4,0,0,0,0
2571,122-DHARAMSALA,060093-Ajay Model Sr.sec. School,1,4,0,4,0,0,0,0
2572,116-VISAKHAPATNAM,010166-Kendriya Vidyalaya,1,4,4,0,4,0,100,100
2573,114-DEHRADUN,M38345-Maa Wahida Begum High School,1,4,4,0,4,0,100,100
2574,109-JAIPUR,170418-Mata Shravani International School,1,4,4,0,4,0,100,100
2575,109-JAIPUR,170220-Adarsh Naveen Sr. Secondary School,1,4,4,0,4,0,100,100
2576,107-DELHI,270028-Yuva Shakti Model School,1,4,4,0,0,4,100,0
2577,122-DHARAMSALA,060011-Govt. Sr.sec. School,1,4,0,4,0,0,0,0
2578,105-CHANDIGARH,050171-Asha High School,1,4,4,0,3,1,100,75
2579,114-DEHRADUN,210742-H.C.M. Inter College,1,4,4,0,4,0,100,100
2580,107-DELHI,380013-Azad Memorial Inter College,1,4,2,2,1,1,50,25
2581,117-BENGALURU,080029-Kandriya Vidyalaya,1,4,4,0,4,0,100,100
2582,107-DELHI,270363-Govt. Sarvodaya Bal Vidyalaya,1,4,4,0,1,3,100,25
2583,110-PATNA,"030356-St.paul Secondary School,",2,4,4,0,4,0,100,100
2584,105-CHANDIGARH,160063-A Pee Ji Public Sr.sec.school,1,4,4,0,4,0,100,100
2585,102-PUNE,110042-Holly Cross Boys High School,1,4,4,0,4,0,100,100
2586,114-DEHRADUN,M34257-Madarsa Ishatul Haq,1,4,4,0,4,0,100,100
2587,121-CHENNAI,190053-Govt. High School,1,4,0,4,0,0,0,0
2588,107-DELHI,050164-Gyandeep Sr.sec School,1,4,4,0,1,3,100,25
2589,107-DELHI,270456-St. Matthew's Public School,1,4,4,0,0,4,100,0
2590,114-DEHRADUN,T34005-Vivekanand Mission PVT ITI,2,4,4,0,4,0,100,100
2591,102-PUNE,M36110-Fr. Agnel Multipurpose School,1,4,4,0,4,0,100,100
2592,114-DEHRADUN,340063-Govt. Intermediate College,1,4,4,0,4,0,100,100
2593,108-ABROAD/NIOS HQ,320529-HQ 19 INF Div HRDC,1,4,0,4,0,0,0,0
2594,104-GUWAHATI,200029-Ramnagar Higher Sec. School,1,3,3,0,3,0,100,100
2595,120-RANCHI,260098-R.k. +2 High School,1,3,3,0,3,0,100,100
2596,109-JAIPUR,170175-Govt. Maharawal Sr. Sec. School,3,3,2,1,2,0,66.67,66.67
2597,107-DELHI,050557-Karhana Sr.Sec. School,1,3,3,0,0,3,100,0
2598,106-KOCHI,090090-Govt. Hr.sec.school,1,3,3,0,3,0,100,100
2599,109-JAIPUR,170267-Disha Delphi Public School,1,3,3,0,3,0,100,100
2600,107-DELHI,"G27022-GOVT. BOYS SR. SEC. SCHOOL,NEAR UDYOG NAGAR METRO STATION, CAMP NO.-4 JWALAPURI NEW DELHI-87",2,3,3,0,1,2,100,33.33
2601,120-RANCHI,260204-Noamundi Inter College,1,3,3,0,2,1,100,66.67
2602,107-DELHI,M38370-Jesus Grace Modern School,1,3,3,0,0,3,100,0
2603,107-DELHI,"G27019-SARVODAYA BAL VIDYALAYA SUBHASH NAGAR MOD, NEAR SUBHASH NAGAR METRO STATION NEW DELHI-110027",3,3,3,0,0,3,100,0
2604,114-DEHRADUN,340313-Information Technology Institute for the India,1,3,3,0,3,0,100,100
2605,114-DEHRADUN,210782-Guru Govind Singh Public School,1,3,3,0,3,0,100,100
2606,111-ALLAHABAD/PRAYAGRAJ,210735-R.S. Convent Sainik School,1,3,3,0,3,0,100,100
2607,117-BENGALURU,080039-Smt. Shanthabai Edu. Society (R),1,3,3,0,3,0,100,100
2608,114-DEHRADUN,340261-Govt. Inter College,1,3,3,0,3,0,100,100
2609,109-JAIPUR,170198-Govt. Sr. Sec. School,1,3,3,0,3,0,100,100
2610,116-VISAKHAPATNAM,T01006-BHARAT ITI ,3,3,3,0,3,0,100,100
2611,103-KOLKATA,450180-Voice of World,3,3,3,0,3,0,100,100
2612,109-JAIPUR,170331-Sankalp Academy Sr.sec. School,1,3,3,0,3,0,100,100
2613,115-BHUBANESWAR,410142-Government High School,3,3,3,0,3,0,100,100
2614,109-JAIPUR,170449-Dadhimati Vidhya Mandir Sr Sec School,1,3,3,0,3,0,100,100
2615,109-JAIPUR,170314-Naveen Sr.sec.school,1,3,3,0,3,0,100,100
2616,106-KOCHI,090094-Jr. Baselios English Medium School,2,3,3,0,3,0,100,100
2617,109-JAIPUR,170416-Shree  Kalyan Bal Bharti Sr. Sec. School,1,2,2,0,2,0,100,100
2618,104-GUWAHATI,020031-Kendriya Vidyalaya,1,2,2,0,2,0,100,100
2619,102-PUNE,110138-Kendriya Vidyalaya,1,2,2,0,1,1,100,50
2620,118-GANDHINAGAR,040131-Glorious Public School,1,2,2,0,2,0,100,100
2621,118-GANDHINAGAR,390089-Shree Swaminarayan Academy,1,2,2,0,2,0,100,100
2622,107-DELHI,450151-Manovikas School For Inclusion,1,2,2,0,0,2,100,0
2623,105-CHANDIGARH,M16079-Dashmesh Khals Sr.sec.school,1,2,2,0,2,0,100,100
2624,108-ABROAD/NIOS HQ,980004-Bridge Academy,1,2,2,0,2,0,100,100
2625,114-DEHRADUN,T34002-Maharishi Dayanand Pvt. Industrial,1,2,2,0,2,0,100,100
2626,121-CHENNAI,190144-kids Club Senior Secondary School,1,2,0,2,0,0,0,0
2627,102-PUNE,110137-Kendriya Vidyalaya,1,2,2,0,2,0,100,100
2628,104-GUWAHATI,320118-HQ 44 Mountain Brigade,1,2,2,0,2,0,100,100
2629,114-DEHRADUN,T34001-Advanced Training Institute,1,2,2,0,2,0,100,100
2630,121-CHENNAI,190141-Vanshi Manthan Vidyashram,1,2,2,0,0,2,100,0
2631,105-CHANDIGARH,380276-Kalyan Sr.sec. School,1,2,2,0,2,0,100,100
2632,117-BENGALURU,080054-Shakuntala Patil Residential School,1,2,2,0,2,0,100,100
2633,121-CHENNAI,420060-Kendriya Vidyalaya,1,2,2,0,1,1,100,50
2634,102-PUNE,110117-Jawahar Navodaya Vidyalaya,1,2,2,0,2,0,100,100
2635,111-ALLAHABAD/PRAYAGRAJ,M21444-Eram Intermediate College,2,2,1,1,1,0,50,50
2636,117-BENGALURU,080070-St. Ann's English School,1,2,2,0,2,0,100,100
2637,109-JAIPUR,170282-Adinath Senior Sec. Public School,1,2,2,0,2,0,100,100
2638,119-RAIPUR,290119-Govt. Higher Secondary School,1,2,2,0,2,0,100,100
2639,118-GANDHINAGAR,040040-K.R. DOSHI  High School,1,2,2,0,2,0,100,100
2640,110-PATNA,"030245-Buxar High School,",2,2,2,0,2,0,100,100
2641,107-DELHI,270527-Ran Singh Model Public School,1,2,2,0,0,2,100,0
2642,121-CHENNAI,190176-Prasan Vidya Mandir,1,2,2,0,1,1,100,50
2643,120-RANCHI,T26009-Gautam Buddha Pvt. ITI,1,2,2,0,2,0,100,100
2644,107-DELHI,270330-Rishabh Public School,1,2,2,0,0,2,100,0
2645,113-BHOPAL,100194-Ma Veena Vadini Higher Sec. School,1,2,2,0,0,2,100,0
2646,115-BHUBANESWAR,"150172-150172-Govt.Boys High School,Unit-9",1,2,2,0,1,1,100,50
2647,105-CHANDIGARH,050537-Bhagat Singh Public School,1,2,2,0,2,0,100,100
2648,104-GUWAHATI,240024-Kendriya Vidyalaya,1,2,2,0,2,0,100,100
2649,110-PATNA,030069-Model Inter Vidyalaya,2,2,2,0,2,0,100,100
2650,120-RANCHI,T26005-Gurukul Private ITI,1,2,2,0,0,2,100,0
2651,110-PATNA,M38123-Millat Academy,2,2,2,0,2,0,100,100
2652,103-KOLKATA,"220085-Ramakrishna Mision Ashrama,",1,2,2,0,2,0,100,100
2653,108-ABROAD/NIOS HQ,950021-Agi's Atlas International College,2,2,2,0,2,0,100,100
2654,115-BHUBANESWAR,"410063-Govt. Girls High School,(ssd)",1,2,2,0,2,0,100,100
2655,103-KOLKATA,220030-Nepali Girls Social Service Centre,1,2,2,0,2,0,100,100
2656,120-RANCHI,T26002-Gandhian Institute of Techonology,1,2,2,0,1,1,100,50
2657,107-DELHI,"G27008-GOVT. CO-ED NEW SEELAMPUR GOVT CO-ED M. S. GURUDWARA ROAD, NEW SEELAMPUR-110053",1,2,2,0,0,2,100,0
2658,105-CHANDIGARH,050523-Mahendra Model School,1,2,2,0,2,0,100,100
2659,121-CHENNAI,190077-Govt. Hr. Sec. School,1,2,2,0,2,0,100,100
2660,107-DELHI,"G27064-Govt. Priyadarshini Sarvodaya Kanya Vidyalaya, Fatehpur Beri, South, Delhi-110074",2,2,2,0,1,1,100,50
2661,117-BENGALURU,080081-Gopalan International School,1,2,2,0,2,0,100,100
2662,105-CHANDIGARH,"T16001-Advanced Training Institute,",2,2,2,0,2,0,100,100
2663,111-ALLAHABAD/PRAYAGRAJ,T21006-Gangotri Devi ITI JungleDumary No.1,1,2,2,0,2,0,100,100
2664,105-CHANDIGARH,250011-Sharda Sarvihitakari Model Sr.sec.,1,2,2,0,2,0,100,100
2665,117-BENGALURU,"M08019-St.paul's High School,",1,2,2,0,2,0,100,100
2666,105-CHANDIGARH,T05011-Shree Shyamji Private. ITI,1,2,2,0,2,0,100,100
